roadgroupid,year,kml,distance,maxlat,minlat,maxlong,minlong
LEO_W1,2021,LEO_W1_2021.kml,1.1984363378083875,52.68013000488281,52.67607116699219,-1.8272000551223755,-1.8333920240402222
STW_S1,2021,STW_S1.kml,1.2057626279924734,52.68360137939453,52.68172073364258,-1.8167699575424194,-1.82383394241333
STJ_E3,2021,STJ_E3_2021.kml,1.7069960566619706,52.68212127685547,52.67707061767578,-1.8158400058746338,-1.8236600160598755
CHD_S4,2021,CHD_S4.kml,1.304649093620475,52.68975067138672,52.687679290771484,-1.834149956703186,-1.839050054550171
STW_C3,2021,STW_C3.kml,0.9641289594749715,52.688331604003906,52.68532180786133,-1.8138200044631958,-1.8206499814987183
LEO_C1,2021,LEO_C1_2021.kml,1.9463566986828291,52.680789947509766,52.6768798828125,-1.8364850282669067,-1.8503400087356567
STW_E5,2021,STW_E5.kml,1.1066574336722166,52.6904296875,52.68724060058594,-1.8094600439071655,-1.8158899545669556
CHD_S1,2021,CHD_S1.kml,1.6154601677068128,52.69142150878906,52.688568115234375,-1.8266899585723877,-1.831470012664795
CHD_N2,2021,CHD_N2.kml,1.308715755956923,52.69525909423828,52.691471099853516,-1.839400053024292,-1.842229962348938
CHD_C4,2021,CHD_C4_2021.kml,1.3539247525969875,52.69403076171875,52.68960189819336,-1.8262100219726562,-1.8327300548553467
BLY_C3,2021,BLY_C3.kml,2.0472190381111575,52.6797981262207,52.67688751220703,-1.8062800168991089,-1.8124099969863892
LEO_N2,2021,LEO_N2.kml,1.7050605703268162,52.690391540527344,52.68756866455078,-1.8418099880218506,-1.8467400074005127
LEO_N1,2021,LEO_N1.kml,0.6947926854266094,52.6922607421875,52.69005584716797,-1.8437080383300781,-1.847301959991455
STW_S1,2021,STW_S1_2021.kml,0.9384174687865965,52.68306350708008,52.68097686767578,-1.819640040397644,-1.8249950408935547
STW_C2,2021,STW_C2_2021.kml,2.1385486083368503,52.688140869140625,52.683841705322266,-1.8165700435638428,-1.8220100402832031
BLY_N1,2021,BLY_N1.kml,1.728330349142286,52.68513107299805,52.68164825439453,-1.8018200397491455,-1.8085600137710571
LEO_N3,2021,LEO_N3.kml,1.4301400265370559,52.68756103515625,52.685218811035156,-1.8336999416351318,-1.8385900259017944
LEO_W2,2021,LEO_W2.kml,1.3853317814212087,52.6846923828125,52.67998504638672,-1.8272409439086914,-1.8328419923782349
CHD_S4,2021,CHD_S4_2021.kml,1.6209415420208446,52.689781188964844,52.68642044067383,-1.8341200351715088,-1.83951997756958
