"LDC","BLY","Boley Park","20190503","3354","2"
"LDC","CHD","Chadsmead","20190503","3397","2"
"LDC","CUR","Curborough","20190503","3352","2"
"LDC","LEO","Leomansley","20190503","5270","3"
"LDC","STJ","St Johns","20190503","4610","3"
"LDC","STW","Stowe","20190503","5000","3"
"SCC","LCN","Lichfield City North","20170504","10270","1"
"SCC","LCS","Licfield City South","20170504","10453","1"
